usx_job_id,usx_folder,position_type,home_time,placemark_name,domicile_raw,job_title_tag,solo_team,area,acct,region,orientation_site,company,sign_on_bonus_usd,weekly_pay_min_usd,weekly_pay_max_usd,cpm_min_usd,cpm_max_usd,lane_polygon_centroid_lat,lane_polygon_centroid_lng,description_full
USX-0043,OTR SOLO COMPANY,OTR Solo,otr,"OTR COMPANY DRIVERS ONLY. DALLAS BASED. 28 Out 5 Home!! (TX, OK) $1000 Sign On Bonus!!!",Dallas,First Seat Driver,Solo,OTR,OTR,28/5,Dallas,US Xpress 01,1000,,,,,34.699113,-102.10622,"🔴 Job Details
• $1000 Sign On Bonus
• Home Time: Our drivers typically run 28 days out with 5 days home, giving you the balance between maximizing your earnings and getting the time off you need.
• Freight: 100% no-touch freight, with 50-60% drop & hook and 40-50% live unload. No Forced NYC Dispatch: You won’t be required to go into NYC or its five boroughs.
• Mileage: On average, drivers typically run around 2,000 miles per week, though this can vary depending on Hours of Service (HOS) and overall availability. Our top performers—about 30% of our fleet—consistently run between 2,300-3,000+ miles per week. Average LOH is 400 miles
• Running Area: Covering all 48 states, with most freight running east of I-35—but we go where the freight takes us. We have a suggestive dispatch. Loads are recommended with your area’s freight and your best financial and safety interests in mind
• Tractors: Drive in 2021 or newer Freightliner Cascadias or Kenworths.

🔴 Pay
• Additional Pay: $12.50 per hour detention pay after the second hour unless a higher amount is required by state or local law. $100 layover/breakdown pay per day unless a higher amount is required by state or local law.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.
• Top 20% of our OTR Drivers at the Dallas Terminal earn $1725 Weekly
________________________________________
For full pay details, click here: Pay Scale https://tinyurl.com/3fe73c78

🔴 Sign On Bonus
$1000 Total Payout
$500 after first load
$500 after 30 days

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign On or Performance Bonus any time with appropriate notice under applicable law.
• Nothing in this Sign On or Performance Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Trainer Opportunity
• To maximize your earnings, consider joining our trainer program
• Earn an additional $250 per week while a student is on your truck
• Receive up to $1,000 in bonuses once your student upgrades
• That’s an opportunity to earn up to $20,000 more per year if you have 1 year OTR experience and have been employed with us for 30 days as a safe driver.

🔴 Benefits
• Get 24/7 access operations support, no matter the time or day.
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years                                                                                                                                   
*Tagging*
Orientation Site: Dallas
Job: First Seat Driver
Solo/Team: Solo
Area: OTR
Acct: OTR
Region: 28/5
Dedicated Domicile: Dallas
28/5 Option: Yes
Company: US Xpress 01
Updated 1.16.26"
USX-0044,OTR SOLO COMPANY,OTR Solo,otr,"OTR COMPANY DRIVERS ONLY. CHICAGO BASED. 28 Out 5 home!!(IL, WI, MN, ND, SD, IA, MO, KS, NE) $2000 SIGN ON BONUS!!",CHICAGO USX Terminal,First Seat Driver,Solo,OTR,OTR,28/5,CHICAGO USX Terminal,US Xpress 01,2000,,,,,44.040982,-99.92475,"🔴 Job Details
• $2000 Sign On Bonus
• Home Time: Our drivers typically run 28 days out with 5 days home, giving you the balance between maximizing your earnings and getting the time off you need.
• Freight: 100% no-touch freight, with 50-60% drop & hook and 40-50% live unload. No Forced NYC Dispatch: You won’t be required to go into NYC or its five boroughs.
• Mileage: On average, drivers typically run around 2,000 miles per week, though this can vary depending on Hours of Service (HOS) and overall availability. Our top performers—about 30% of our fleet—consistently run between 2,300-3,000+ miles per week. Average LOH is 400 miles
• Running Area: Covering all 48 states, with most freight running east of I-35—but we go where the freight takes us. We have a suggestive dispatch. Loads are recommended with your area’s freight and your best financial and safety interests in mind
• Tractors: Drive in 2021 or newer Freightliner Cascadias or Kenworths.

🔴 Pay
• Additional Pay: $12.50 per hour detention pay after the second hour unless a higher amount is required by state or local law. $100 layover/breakdown pay per day unless a higher amount is required by state or local law.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.
• Top 20% of our OTR Drivers at the Chicago Terminal earn $1650 Weekly                                                                ________________________________________
For full pay details, click here: Pay Scale https://tinyurl.com/3fe73c78

*Tagging*
Orientation Site: CHICAGO USX Terminal
Job: First Seat Driver
Solo/Team: Solo
Area: OTR
Acct: OTR
Region: 28/5
Dedicated Domicile: CHICAGO USX Terminal
South Florida: Y/N
Company: US Xpress 01"
USX-0045,OTR SOLO COMPANY,OTR Solo,otr,TUNNEL HILL BASED $2000 Sign On Bonus!!,TUNNEL HILL,First Seat Driver,Solo,OTR,OTR,All,TUNNEL HILL,US Xpress 01,2000,,,,,34.304244,-84.552798,"🔴 Job Details
• $2000 Sign On Bonus
• Home Time: When life happens, we’ll get you home. As a driver, you know what works for you and that’s why we don’t have a set home time policy. Whether you need longer length of haul runs that keep you on the road and maximize your earning potential, or regionalized freight to help you get home when you need to, we’ve got you covered.
• Freight: 100% no-touch freight, with 50-60% drop & hook and 40-50% live unload. No Forced NYC Dispatch: You won’t be required to go into NYC or its five boroughs.
• Mileage: On average, drivers typically run around 2,000 miles per week, though this can vary depending on Hours of Service (HOS) and overall availability. Our top performers—about 30% of our fleet—consistently run between 2,300-3,000+ miles per week. Average LOH is 400 miles
• Running Area: Covering all 48 states, with most freight running east of I-35—but we go where the freight takes us. We have a suggestive dispatch. Loads are recommended with your area’s freight and your best financial and safety interests in mind
• Tractors: Drive in 2021 or newer Freightliner Cascadias or Kenworths.

🔴 Pay
• Additional Pay: $12.50 per hour detention pay after the second hour unless a higher amount is required by state or local law. $100 layover/breakdown pay per day unless a higher amount is required by state or local law.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.
• Top 20% of our OTR Drivers at the THL Terminal earn $1650 Weekly 
CPM Structure: Experienced Based
https://tinyurl.com/3fe73c78
🔴 Sign On Bonus Payout
1st load $500.00
Month 1 $500.00
Month 2 $500.00
Month 3 $500.00
Total $2,000.00

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign On or Performance Bonus any time with appropriate notice under applicable law.
• Nothing in this Sign On or Performance Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Trainer Opportunity
• To maximize your earnings, consider joining our trainer program
• Earn an additional $250 per week while a student is on your truck
• Receive up to $1,000 in bonuses once your student upgrades
• That’s an opportunity to earn up to $20,000 more per year if you have 1 year OTR experience and have been employed with us for 30 days as a safe driver.

🔴 Benefits
• Get 24/7 access operations support, no matter the time or day.
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴 Tagging
Orientation Site: TUNNEL HILL
Job: First Seat Driver
Solo/Team: Solo
Area: OTR
Acct: OTR
Region: All
Dedicated Domicile: TUNNEL HILL
South Florida: Y/N
Company: US Xpress 01
Updated 3.17.26"
USX-0046,OTR SOLO COMPANY,OTR Solo,otr,SPRINGFIELD BASED $4000 SIGN ON BONUS!,SPRINGFIELD,First Seat Driver,Solo,OTR,OTR,All,Springfield,US Xpress 01,4000,,,,,39.858119,-83.187051,"🔴 Job Details
• $4000 Sign On Bonus
• Home Time: When life happens, we’ll get you home. As a driver, you know what works for you and that’s why we don’t have a set home time policy. Whether you need longer length of haul runs that keep you on the road and maximize your earning potential, or regionalized freight to help you get home when you need to, we’ve got you covered.
• Freight: 100% no-touch freight, with 50-60% drop & hook and 40-50% live unload. No Forced NYC Dispatch: You won’t be required to go into NYC or its five boroughs.
• Mileage: On average, drivers typically run around 2,000 miles per week, though this can vary depending on Hours of Service (HOS) and overall availability. Our top performers—about 30% of our fleet—consistently run between 2,300-3,000+ miles per week. Average LOH is 400 miles
• Running Area: Covering all 48 states, with most freight running east of I-35—but we go where the freight takes us. We have a suggestive dispatch. Loads are recommended with your area’s freight and your best financial and safety interests in mind
• Tractors: Drive in 2021 or newer Freightliner Cascadia or Kenworth.

🔴 Pay
• Additional Pay: $12.50 per hour detention pay after the second hour unless a higher amount is required by state or local law. $100 layover/breakdown pay per day unless a higher amount is required by state or local law.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.
• Top 20% of our OTR Drivers at the SPR Terminal earn $1700 Weekly
CPM Structure: Experienced Based
https://tinyurl.com/3fe73c78

🔴 Sign On Bonus
1st load $500.00
Month 1 $500.00
Month 2 $500.00
Month 3 $500.00
Month 4 $500.00
Month 5 $500.00
Month 6 $1,000.00
Total $4,000.00

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign On or Performance Bonus any time with appropriate notice under applicable law.
• Nothing in this Sign On or Performance Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Trainer Opportunity
• To maximize your earnings, consider joining our trainer program
• Earn an additional $250 per week while a student is on your truck
• Receive up to $1,000 in bonuses once your student upgrades
• That’s an opportunity to earn up to $20,000 more per year if you have 1 year OTR experience and have been employed with us for 30 days as a safe driver.

🔴 Benefits
• Get 24/7 access operations support, no matter the time or day.
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴 Tagging
Orientation Site: Springfield
Job: First Seat Driver
Solo/Team: Solo
Area: OTR
Acct: OTR
Region: All
Dedicated Domicile: SPRINGFIELD
South Florida: Y/N
Company: US Xpress 01
Updated 3.17.26"
USX-0047,OTR SOLO COMPANY,OTR Solo,otr,PHOENIX BASED 28/5 $2000 Sign On Bonus!!!,Phoenix,First Seat Driver,Solo,OTR,OTR,28/5,"Phoenix, Dallas",US Xpress 01,2000,,,,,40.535548,-113.313846,"Company Drivers Only
(AZ, NM, UT, NV, CA, ID, WA, OR, MT, CO, WY)

🔴 Job Details
• $2000 Sign On Bonus
• Home Time: Our drivers typically run 28 days out with 5 days home, giving you the balance between maximizing your earnings and getting the time off you need.
• Freight: 100% no-touch freight, with 50-60% drop & hook and 40-50% live unload. No Forced NYC Dispatch: You won’t be required to go into NYC or its five boroughs.
• Mileage: On average, drivers typically run around 2,000 miles per week, though this can vary depending on Hours of Service (HOS) and overall availability. Our top performers—about 30% of our fleet—consistently run between 2,300-3,000+ miles per week. Average LOH is 400 miles
• Running Area: Covering all 48 states, with most freight running east of I-35—but we go where the freight takes us. We have a suggestive dispatch. Loads are recommended with your area’s freight and your best financial and safety interests in mind
• Tractors: Drive in 2021 or newer Freightliner Cascadias or Kenworths.

🔴 Pay
• Additional Pay: $12.50 per hour detention pay after the second hour unless a higher amount is required by state or local law. $100 layover/breakdown pay per day unless a higher amount is required by state or local law.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.
• Top 20% of our OTR Drivers at the PNX Terminal earn $1650 Weekly

🔴 Sign On Bonus Payout
1st load $500.00
Month 1 $500.00
Month 2 $500.00
Month 3 $500.00
Total $2,000.00 

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign On or Performance Bonus any time with appropriate notice under applicable law.
• Nothing in this Sign On or Performance Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Trainer Opportunity
• To maximize your earnings, consider joining our trainer program
• Earn an additional $250 per week while a student is on your truck
• Receive up to $1,000 in bonuses once your student upgrades
• That’s an opportunity to earn up to $20,000 more per year if you have 1 year OTR experience and have been employed with us for 30 days as a safe driver.

🔴 Benefits
• Get 24/7 access operations support, no matter the time or day.
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴 California Compliance:
We comply with California's paid sick leave laws and all applicable wage and hour laws for truck drivers.

🔴 Equal Opportunity Employer:
We are committed to providing equal employment opportunities regardless of age, gender, race, disability, or other protected categories.
 
________________________________________
For full pay details, click here: Pay Scale https://tinyurl.com/3fe73c78

*Tagging*
Orientation Site: Phoenix, Dallas
Job: First Seat Driver
Solo/Team: Solo
Area: OTR
Acct: OTR
Region: 28/5
Dedicated Domicile: Phoenix
28/5 Option: Yes
Company: US Xpress 01
Updated 1.16.26"
USX-0048,OTR TEAM COMPANY,OTR Team,otr,OTR Teams Drive Across All 48 States – $5000 Split Sign-On Bonus!,Closest Terminal,First Seat Driver,Team,OTR,OTR,All,Closest Terminal,US Xpress 01,5000,,,,,39.989075,-88.203641,"🔴 Job Details
• $5,000 Split Sign On Bonus
• Home Time: Home Time That Works for You – Whether you prefer longer hauls for maximum earnings or need a schedule that fits your lifestyle, we’ll work with you.
• Freight: 100% No Touch Freight; 80% drop & hook
• Mileage: 5,000+ Miles Per Week on Average
• Running Area: All 48 States
• Tractors: 2021 or Newer Freightliner Cascadia

🔴 Pay
• Additional Pay: $150 split / $75 per driver Hazmat Loads. $12.50/hour after the second hour split per driver for Detention Pay. $100 layover & Breakdown Pay

CPM Structure: Experienced Based
Split/Per Driver
3 months 0.72 / 0.36
6 months 0.74 / 0.37
9 months 0.76 / 0.38
12 months 0.78 / 0.39
24+ months .80 / .40

Tenure Pay starting at 24 Months With USX
24 Months 0.03 = Earning Potential 0.43
36 Months 0.04 = Earning Potential 0.44
48+ Months 0.05 = Earning Potential 0.45

• Utilization Bonus: Experienced teams with tenure frequently earn this! This pays out on ALL miles based on monthly performance. Our top teams hit the top bonus level! That’s an extra 14 CPM split – every mile, every load!

20000-21999 .02/.01
22000-23999 .06/.03
24000-25999 .10/.05
26000+ .14/.07

🔴 Sign On Bonus Payout
$5000 Split / $2500 Per Driver
$500 / $250 after 1st load
$500 / $250 after 30 days
$500 / $250 after 3 months
$1000 / $500 after 6 months
$1000 / $500 after 9 months
$1500 / $750 after 1 year

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign-on bonus at any time with appropriate notice under applicable law.
• Nothing in this Sign-on Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Benefits
• Industry-leading pay package
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴 Tagging
Orientation Site: Closest Terminal
Job: First Seat Driver
Solo/Team: Team
Area: OTR
Acct: OTR
Region: All
Dedicated Domicile: Closest Terminal
South Florida: Y/N
Company: US Xpress 01
Last Update 4.20.26"
USX-0049,OTR TEAM COMPANY,OTR Team,otr,OTR Teams Drive Across All 48 States – $5000 Split Sign-On Bonus!,closest Terminal,First Seat Driver,Team,OTR,OTR,All,Closest Terminal,US Xpress 01,5000,,,,,41.590941,-115.016351,"🔴 Job Details
• $5,000 Split Sign On Bonus
• Home Time: Home Time That Works for You – Whether you prefer longer hauls for maximum earnings or need a schedule that fits your lifestyle, we’ll work with you.
• Freight: 100% No Touch Freight; 80% drop & hook
• Mileage: 5,000+ Miles Per Week on Average
• Running Area: All 48 States
• Tractors: 2021 or Newer Freightliner Cascadia

🔴 Pay
• Additional Pay: $150 split / $75 per driver Hazmat Loads. $12.50/hour after the second hour split per driver for Detention Pay. $100 layover & Breakdown Pay

https://usxpress.sharepoint.com/:x:/s/DriverRecruiting/EZcZOSGAziBFu60ARMjct8sBSpZuTMTkLpJCSPNxi9UOOw?e=yQ8YUE

CPM Structure: Experienced Based
Split/Per Driver
3 months 0.72 / 0.36
6 months 0.74 / 0.37
9 months 0.76 / 0.38
12 months 0.78 / 0.39
24+ months .80 / .40

Tenure Pay starting at 24 Months With USX
24 Months 0.03 = Earning Potential 0.43
36 Months 0.04 = Earning Potential 0.44
48+ Months 0.05 = Earning Potential 0.45

• Utilization Bonus: Experienced teams with tenure frequently earn this! This pays out on ALL miles based on monthly performance. Our top teams hit the top bonus level! That’s an extra 14 CPM split – every mile, every load!

20000-21999 .02/.01
22000-23999 .06/.03
24000-25999 .10/.05
26000+ .14/.07

🔴 Sign On Bonus Payout
$5000 Split / $2500 Per Driver
$500 / $250 after 1st load
$500 / $250 after 30 days
$500 / $250 after 3 months
$1000 / $500 after 6 months
$1000 / $500 after 9 months
$1500 / $750 after 1 year

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign-on bonus at any time with appropriate notice under applicable law.
• Nothing in this Sign-on Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Benefits
• Industry-leading pay package
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴 Tagging
Orientation Site: Closest Terminal
Job: First Seat Driver
Solo/Team: Team
Area: OTR
Acct: OTR
Region: All
Dedicated Domicile: closest Terminal
South Florida: Y/N
Company: US Xpress 01
Last Update 4.20.26"
USX-0050,OTR Regional ,Regional,home_weekly,Northeast 5 & 34 Fleet $4000 Sign On Bonus!,SHIPPENSBURG,First Seat Driver,Solo,Regional,OTR,Northeast,"SHIPPENSBURG PA, Springfield",US Xpress 01,4000,,,,,41.472381,-75.188457,"🔴 Job Details
• $4000 Sign on Bonus
• Home Time: Drivers are home Saturday & Sunday for 34 hour reset. Drivers who choose to remain out instead of returning home for their reset may run additional weekend freight to earn extra miles and pay.
• Freight: Combination of live loads and preloaded trailers.
• Running Area: Drivers primarily run within their region, with occasional routes outside the area to maximize miles—all while maintaining consistent weekly home time for a 34-hour reset. Typical running area ranges from Northern NC up to Maine, and as far west as Eastern Ohio. Combination of live unloads and pre-loaded trailers. Willing to drive in NYC is a plus but
not required. Running area for the fleet can be anywhere from VA to ME.
• Mileage: 1500 miles average per week depending on HOS and availability. 400-mile average length of haul
• Tractors: 2021 or newer Freightliner Cascadia or Kenworth


🔴 Pay
• Additional Pay: $20 1st stop/ $35 2nd stop/ $50 3rd+ stop. $65 Long Island delivery. $12.50 per hour detention pay after 2 hours. Per diem program is not available for regional fleet drivers.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.
• Top 20% of our Regional Drivers at the SHP Terminal earn $1700  Weekly
**Per diem program is not available for regional fleet drivers

CPM Structure: Experienced Based
3–11 months: $0.80 per mile
1 year: $0.81 per mile
2 years: $0.82 per mile
3 years: $0.83 per mile
4 years: $0.84 per mile
5 years: $0.85 per mile

🔴 Sign On Bonus Payout
$4000 Total Payout
1st load $500.00
Month 1 $500.00
Month 2 $500.00
Month 3 $500.00
Month 4 $500.00
Month 5 $500.00
Month 6 $1,000.00

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign-on or Performance bonus at any time with appropriate notice under applicable law.
• Nothing in this Sign-on or Performance Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴Tagging
Orientation Site: SHIPPENSBURG PA, Springfield
Job: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: OTR
Region: Northeast
Sign on Bonus: Y/N
Dedicated Domicile: SHIPPENSBURG
South Florida: Y/N
Company: US Xpress 01
Updated 3.17.26"
USX-0051,OTR Regional ,Regional,home_weekly,Midwest Fleet - 5 & 34 Fleet Chicago Based $4000 SIGN ON BONUS!!,CHICAGO USX Terminal,First Seat Driver,Solo,Regional,OTR,Midwest,"CHICAGO, Springfield",US Xpress 01,4000,,,,,39.173736,-91.618885,"🔴 Key Requirements
• Effective trip planning is essential

🔴 Job Details
• $4000 Sign on Bonus
• Home Time: Drivers are home Saturday & Sunday for 34 hour reset. Drivers who choose to remain out instead of returning home for their reset may run additional weekend freight to earn extra miles and pay.
• Freight: 100% no-touch freight, with 50-60% drop & hook and 40-50% live unload.
• Running Area: Drivers primarily run within their region, with occasional routes outside the area to maximize miles—all while maintaining consistent weekly home time for a 34-hour reset.
• Mileage: Average Weekly Miles: Drivers typically run 2,000 miles per week depending on Hours of Service (HOS) and availability. Average LOH is 300 miles.
• Tractors: 2021 or newer Freightliner Cascadia or Kenworth

🔴 Pay
• Average weekly: $1,100
• Additional Pay: $12.50 per hour detention pay after the second hour. $100 per day layover/breakdown pay.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.



CPM Structure: Experienced Based
https://tinyurl.com/3fe73c78

🔴 Sign On Bonus Payout
1st load $500.00
Month 1 $500.00
Month 2 $500.00
Month 3 $500.00
Month 4 $500.00
Month 5 $500.00
Month 6 $1,000.00
Total $4,000.00 
🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign-on or Performance bonus at any time with appropriate notice under applicable law.
• Nothing in this Sign-on or Performance Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴 Tagging
Orientation Site: CHICAGO, Springfield
Job: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: OTR
Region: Midwest
Dedicated Domicile: CHICAGO USX Terminal
South Florida: Y/N
Sign On Bonus: Y/N
Company: US Xpress 01
Updated 3.17.26"
USX-0052,OTR Regional ,Regional,home_weekly,Midwest Fleet - 5 & 34 Fleet Springfield Based $4000 SIGN ON BONUS!!,Springfield USX Terminal,First Seat Driver,Solo,Regional,OTR,Midwest,Springfield USX Terminal,US Xpress 01,4000,,,,,39.913931,-83.460351,"🔴 Key Requirements
• Effective trip planning is essential

🔴 Job Details
• $4000 Sign on Bonus
• Home Time: Drivers are home Saturday & Sunday for 34 hour reset. Drivers who choose to remain out instead of returning home for their reset may run additional weekend freight to earn extra miles and pay.
• Freight: 100% no-touch freight, with 50-60% drop & hook and 40-50% live unload.
• Running Area: Drivers primarily run within their region, with occasional routes outside the area to maximize miles—all while maintaining consistent weekly home time for a 34-hour reset.
• Mileage: Average Weekly Miles: Drivers typically run 2,000 miles per week depending on Hours of Service (HOS) and availability. Average LOH is 300 miles.
• Tractors: 2021 or newer Freightliner Cascadia or Kenworth

🔴 Pay
• Average weekly: $1,300
• Additional Pay: $12.50 per hour detention pay after the second hour. $100 per day layover/breakdown pay.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.



CPM Structure: Experienced Based
https://tinyurl.com/3fe73c78

🔴 Sign On Bonus Payout
1st load $500.00
Month 1 $500.00
Month 2 $500.00
Month 3 $500.00
Month 4 $500.00
Month 5 $500.00
Month 6 $1,000.00
Total $4,000.00


🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign-on or Performance bonus at any time with appropriate notice under applicable law.
• Nothing in this Sign-on or Performance Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴 Tagging
Orientation Site: Springfield USX Terminal
Job: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: OTR
Region: Midwest
Dedicated Domicile: Springfield USX Terminal
South Florida: Y/N
Sign On Bonus: Y/N
Company: US Xpress 01
Updated 3.17.26"
USX-0053,OTR Regional ,Regional,home_weekly,West Coast Fleet $2000 Sign On Bonus!!,Phoenix,First Seat Driver,Solo,Regional,OTR,WEST,"Phoenix, Dallas",US Xpress 01,2000,,,,,34.544346,-113.507846,"🔴 Key Requirements
• Effective trip planning is essential

🔴 Job Details
• $2000 Sign on Bonus
• Home Time: every 2 weeks
• Freight: 100% no-touch freight, with 50-60% drop & hook and 40-50% live unload.
• Running Area: Our West Coast Regional Fleet plans routes that span the Western 11 and TX, designed to get you back home every 2 weeks
• Mileage: Average Weekly Miles: Drivers typically run 1,800 miles per week depending on Hours of Service (HOS) and availability. Average LOH is 300 miles.
• Tractors: 2021 or newer Freightliner Cascadias or Kenworths

🔴 Pay
• Average weekly: $1,100
• Additional Pay: $12.50 per hour detention pay after the second hour. $100 per day layover/breakdown pay.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.



CPM Structure: Experienced Based
https://tinyurl.com/3fe73c78

🔴 Sign On Bonus Payout
1st load $500.00
Month 1 $500.00
Month 2 $500.00
Month 3 $500.00
Total $2,000.00

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign-on or Performance bonus at any time with appropriate notice under applicable law.
• Nothing in this Sign-on or Performance Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴 California Compliance:
We comply with California's paid sick leave laws and all applicable wage and hour laws for truck drivers.

🔴 Equal Opportunity Employer:
We are committed to providing equal employment opportunities regardless of age, gender, race, disability, or other protected categories.

🔴 Tagging
Orientation Site: Phoenix, Dallas
Job: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: OTR
Region: WEST
Dedicated Domicile: Phoenix
South Florida: Y/N Sign On Bonus: Y/N
Company: US Xpress 01
Updated 3.20.26"
