usx_job_id,usx_folder,position_type,home_time,placemark_name,domicile_raw,job_title_tag,solo_team,area,acct,region,orientation_site,company,sign_on_bonus_usd,weekly_pay_min_usd,weekly_pay_max_usd,cpm_min_usd,cpm_max_usd,lane_polygon_centroid_lat,lane_polygon_centroid_lng,description_full
USX-0022,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,TEAM ACCT: Target Denton $5000 Split Sign On Bonus!,Target Denton,Dedicated OTR Driver,Team,Regional,Dedicated,All,Dallas,,5000,,,,,33.654678,-97.159036,"Email Driver Placement when you have a team.

🔴 Key Requirements
• Willingness to work a flexible schedule including nights, weekends, and holidays.
• Strong customer service mindset and patience in dealing with store personnel.
• Ability to manage physically demanding schedules and safety protocols.
• Pallets may collapse in transit — securement and care required.


🔴 Job Details
• Training: 1 day in the classroom and 1 day ride along at $100/day
• Home Time Options:
o 6 days on / 1 day off
o 12 days on / 2 days off
o 25 days on / 3 days off
• Freight: Refrigerated, 100% no-touch freight, live unloaded at Target stores. Stops: 1–5 stops per day; $15 per stop (after the first). Average 6 loads weekly
• Mileage: 4,500 average weekly miles.
• Running Area: Texas, Arkansas, and Memphis, Tennessee.
• Schedule: Routes include nights, weekends, and holidays that fall within your workweek. Deliveries typically begin in the early morning, with pickups during the night.
• Trucks: Freightliners & Kenworths

🔴 Pay
• Average weekly | annually: $1,700+ weekly | Top Earners $2000+ •$88k+-$104k+ Annually
• Additional Pay: $15 per stop after the first stop

CPM Structure: Experienced Based Pay
0 -11 months - $0.38
12 months - $0.39
24 months - $0.40
36 months - $0.41

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
1 week after 1 year of service
2 weeks after 3 years.
3 weeks after 7 years. 🔴 Sign On Bonus Payout
$5000 Split / $2500 Per Driver
$500 / $250 after 1st load
$500 / $250 after 30 days
$500 / $250 after 3 months
$1000 / $500 after 6 months
$1000 / $500 after 9 months
$1500 / $750 after 1 year
 
🔴Tagging
Job: Dedicated OTR Driver
Solo/Team: Team
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: Target Denton
Team Partner:
Orientation Site: Dallas"
USX-0023,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,TEAM ACCT: Target Denton $5000 Split Sign On Bonus!,Target Denton,Dedicated OTR Driver,Team,Regional,Dedicated,All,Memphis,,5000,,,,,35.172416,-90.181782,"Email Driver Placement when you have a team.

🔴 Key Requirements
• Willingness to work a flexible schedule including nights, weekends, and holidays.
• Strong customer service mindset and patience in dealing with store personnel.
• Ability to manage physically demanding schedules and safety protocols.
• Pallets may collapse in transit — securement and care required.


🔴 Job Details
• Training: 1 day in the classroom and 1 day ride along at $100/day
• Home Time Options:
o 6 days on / 1 day off
o 12 days on / 2 days off
o 25 days on / 3 days off
• Freight: Refrigerated, 100% no-touch freight, live unloaded at Target stores. Stops: 1–5 stops per day; $15 per stop (after the first). Average 6 loads weekly
• Mileage: 4,500 average weekly miles.
• Running Area: Texas, Arkansas, and Memphis, Tennessee.
• Schedule: Routes include nights, weekends, and holidays that fall within your workweek. Deliveries typically begin in the early morning, with pickups during the night.
• Trucks: Freightliners & Kenworths

🔴 Pay
• Average weekly | annually: $1,700+ weekly | Top Earners $2000+ •$88k+-$104k+ Annually
• Additional Pay: $15 per stop after the first stop

CPM Structure: Experienced Based Pay

0 -11 months - $0.38
12 months - $0.39
24 months - $0.40
36 months - $0.41

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
1 week after 1 year of service
2 weeks after 3 years.
3 weeks after 7 years. 
🔴 Sign On Bonus Payout
$5000 Split / $2500 Per Driver
$500 / $250 after 1st load
$500 / $250 after 30 days
$500 / $250 after 3 months
$1000 / $500 after 6 months
$1000 / $500 after 9 months
$1500 / $750 after 1 year 
🔴Tagging
Job: Dedicated OTR Driver
Solo/Team: Team
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: Target Denton
Team Partner:
Orientation Site: Memphis"
USX-0024,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,TEAM ACCT: Target Denton $5000 Split Sign On Bonus!,Target Denton,Dedicated OTR Driver,Team,Regional,Dedicated,All,Dallas,,5000,,,,,30.358565,-90.570942,"🔴 Key Requirements
• Willingness to work a flexible schedule including nights, weekends, and holidays.
• Strong customer service mindset and patience in dealing with store personnel.
• Ability to manage physically demanding schedules and safety protocols.
• Pallets may collapse in transit — securement and care required.


🔴 Job Details
• Training: 1 day in the classroom and 1 day ride along at $100/day
• Home Time Options:
o 6 days on / 1 day off
o 12 days on / 2 days off
o 25 days on / 3 days off
• Freight: Refrigerated, 100% no-touch freight, live unloaded at Target stores. Stops: 1–5 stops per day; $15 per stop (after the first). Average 6 loads weekly
• Mileage: 4,500 average weekly miles.
• Running Area: Texas, Arkansas, and Memphis, Tennessee.
• Schedule: Routes include nights, weekends, and holidays that fall within your workweek. Deliveries typically begin in the early morning, with pickups during the night.
• Trucks: Freightliners & Kenworths

🔴 Pay
• Average weekly | annually: $1,700+ weekly | Top Earners $2000+ •$88k+-$104k+ Annually
• Additional Pay: $15 per stop after the first stop

CPM Structure: Experienced Based Pay
0 -11 months - $0.38
12 months - $0.39
24 months - $0.40
36 months - $0.41

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week of vacation after 1 year.
o 2 weeks after 3 years.
o 3 weeks after 7 years.
o 4 weeks after 15 years
🔴 Sign On Bonus Payout
$5000 Split / $2500 Per Driver
$500 / $250 after 1st load
$500 / $250 after 30 days
$500 / $250 after 3 months
$1000 / $500 after 6 months
$1000 / $500 after 9 months
$1500 / $750 after 1 year

🔴Tagging
Job: Dedicated OTR Driver
Solo/Team: Team
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: Target Denton
Team Partner:
Orientation Site: Dallas"
USX-0025,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,TEAM ACCT: Target Newton $5000 Split Sign On Bonus!,"Target Newton, NC",Dedicated OTR Driver - DLC,Team,Regional,Dedicated,All,,,5000,,,,,35.585464,-81.276721,"🔴 Key Requirements
• Willingness to work a flexible schedule including nights, weekends, and holidays.
• Strong customer service mindset and patience in dealing with store personnel.
• Ability to manage physically demanding schedules and safety protocols.
• Pallets may collapse in transit — securement and care required.

🔴 Job Details
• Training: 1 day in the classroom and 1 day ride along at $100/day
• Home Time: home weekly, not always on weekends
• Freight: 100% no-touch freight, mostly drop & hook. Backhauls will be dry freight and at 75% preloaded/25% live loads
• Running Area: Drivers on this account will deliver to Target stores and distribution centers in NC, VA, TN, GA, AL, MD
• Mileage: 4,500 – 5,000 average weekly miles

🔴 Pay
• Average weekly: $1,500 – 1,700
• Additional Pay: $20 per backhaul.

CPM Structure: $0.74 CPM split                                  
🔴 Sign On Bonus Payout
$5000 Split / $2500 Per Driver
$500 / $250 after 1st load
$500 / $250 after 30 days
$500 / $250 after 3 months
$1000 / $500 after 6 months
$1000 / $500 after 9 months
$1500 / $750 after 1 year
🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
1 week after 1 year of service
2 weeks after 3 years.
3 weeks after 7 years.

🔴 Tagging:
Job: Dedicated OTR Driver - DLC
Solo/Team: Team
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: Target Newton, NC
SIGN ON BONUS: Y/N
Updated 9.30.25"
USX-0026,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,Meijer $1500 Sign On Bonus!,Meijer,Dedicated OTR Driver - DLC,Solo,Local,Dedicated,All,Closest Terminal,US Xpress 01,1500,,,0.57,0.63,40.092718,-84.184016,"🔴 Key Requirements
• Must have personal transportation to & from the DC daily
• Must be available for nights, weekends, and holidays.

🔴 Job Details
• Training Time: New hires will have a 1 day ride along for $100
• Home Time: Daily with 2 days off per week
• Freight: Dry & refrigerated. No touch Freight. Mix of live unload and drop & hook.
• Running area: Delivering to Meijer locations in OH, KY, and IN (within 250 miles of the DC)
• Mileage: 1600-1700 weekly
• Tractors: Slip seat. Newer model day cabs. Assigned trucks are only on an as needed basis
• Schedule: Start times vary as this is a 24/7 account. Reach out to Kristy Long or Driver Placement to find out what shifts are available. Nights, weekends, and holidays are required. Shifts average 12 hours per day. Full & Part Time shifts available
• Flexible Part Time Option: Part-time drivers can work 8-36 hours per week but are not eligible for vacation pay. Please reach out to Kristy Long & Driver Placement if you book a part time driver.

🔴 Pay
• Average weekly: $1350, with potential to earn more
• Additional Pay: $51.50 per backhaul. $20 per stop after the first stop. $75 holiday pay. $45 minimum pay for lesser mileage routes (under 96 miles)

CPM Structure: Experienced Based Pay
0-5 months: $0.57/mile
6-11 months: $0.58/mile
12-23 months: $0.59/mile
24-35 months: $0.60/mile
36-47 months: $0.61/mile
48-59 months: $0.62/mile
60-71 months: $0.63/mile

🔴 Benefits
• Consistent daily routes allow drivers to be home every day
• Support staff on site 24/7 at the DC to assist
• Paid Vacation:
o 1 week of vacation after 1 year.
o 2 weeks after 3 years.
o 3 weeks after 7 years.
o 4 weeks after 15 years                                                                        
🔴 Sign On Bonus Payout
$1500 Total Payout
1st Load $ 250
30 days $ 500
60 days $ 250
90 days $ 500                                                                         
🔴Tagging
Job: Dedicated OTR Driver - DLC
Solo/Team: Solo
Area: Local
Acct: Dedicated
Region: All
DED/Dom Term: Meijer
SIGN ON BONUS: Y/N
Orientation Site: Closest Terminal
Company: US Xpress 01"
USX-0027,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,Kroger Shelbyville IN - $2500 Sign On Bonus! Local account home daily (ZIP 46176) Must have personal transportation to and from DC Daily. Must live in shaded area,"Kroger Shelbyville, IN",DEDICATED OTR DRIVER DLC,Solo,Local,Dedicated,All,,US Xpress 01,2500,,,,,39.669962,-85.861311,"Job Details:
• Driver will work weekends and nights.
• Freight will need to be unloaded from trailer into back room of stores using a power jack.
• Kroger is a 24/7 operation and drivers will operate on various schedules and start days.
• Assigned start times Open shifts - 10pm-midnight or 2am-5am
• Required to work a 6th day during the week before a holiday.
• Runs will include nights, weekends, and holidays that fall within your workweek. The week before a holiday is also mandatory.
• Average 1400-1600 miles per week ________________________________________
Key Requirements:
• Must be willing to unload freight using a motorized pallet jack.
• Must be flexible with work schedule and available to work weekends and holidays.
• Slip seat operation requires drivers to commute with their personal vehicle to the distribution center. • Runs IL, OH, IN
________________________________________
Benefits:
• Home daily with 2 consecutive days off per week.
• Assigned start times.
• Family-oriented atmosphere with an experienced staff.
• 24/7 on-site staff, including an on-site mechanic (Monday, Wednesday, Friday & Saturday).
• Paid Vacation:
o 1 week of vacation after 1 year.
o 2 weeks after 3 years.
o 3 weeks after 7 years.
o 4 weeks after 15 years
• Paid training: 1-2 days of ride-along training at $100 per day.
________________________________________
Pay Structure:
• Average weekly pay: $1,600
• Annual earnings: Up to $83,000 ________________________________________
Experience-Based Pay:
• 0 Months: $0.56 per mile
• 12-36 Months: $0.58 per mile
• 37-60 Months: $0.60 per mile
• 61+ Months: $0.62 per mile

• Stop pay: $20
• Unload pay: $55 per trailer
• Breakdown pay: $15/hour
• Detention pay (after 2 hours): $15/hour 
🔴 Sign On Bonus Payout
$2500 Total Payout
1st Load $ 500
30 days $ 500
60 days $ 250
90 days $ 250
120 days $ 250
150 days $ 250
180 days $ 500 
• Tagging
Job: DEDICATED OTR DRIVER DLC
Solo/Team: Solo
Area: Local
Acct: Dedicated
Region: All
DED/Dom Term: Kroger Shelbyville, IN
SIGN ON BONUS: Y/N
Company: US Xpress 01
Updated 3.17.26"
USX-0028,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,🔥🔥Kroger Roanoke VA $2500 Sign On Bonus!!,Kroger Roanoke VA,Dedicated OTR Driver - DLC,Solo,Local,Dedicated,All,Shippensburg,US Xpress 01,2500,,,,,37.286428,-79.976976,"🔴 Key Requirements
• Personal transportation required to and from DC Daily
• Ability to unload freight
• Required to run nights, weekends, and holidays
• Holiday weeks including the week prior are mandatory

🔴 Restrictions
• Anyone outside hiring area, reach out to Josh Adler for approval

🔴 Job Details
• $2500 Sign on Bonus
• Home Time: Home Daily
• Freight: Unload account using a powered pallet jack (training provided).
• Running Area: Dedicated deliveries to Virginia (VA) and West Virginia (WV). Backhaul WV loads returning to Indy
• Mileage: Average of 4 loads per week 2000 miles. Average 490 mile length of haul
• Tractors: Slip seat
• Schedule: Operates 7 days a week, primarily overnight. Nights, weekends, and holidays are required.

🔴 Pay
• Average weekly: $1,450
• Top Performers: annual earning potential of $75,000+
• Additional Pay: $55 per full trailer unload. $20 per stop including the first.

CPM Structure: Experienced Based Pay
0–12 months: $0.53 CPM
12–36 months: $0.55 CPM
37–60 months: $0.56 CPM
61+ months: $0.58 CPM

🔴 Sign On Bonus Payout
$2500 Total Payout
1st Load $ 500
30 days $ 500
60 days $ 250
90 days $ 250
120 days $ 250
150 days $ 250
180 days $ 500

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign-on bonus at any time with appropriate notice under applicable law.
• Nothing in this Sign-on Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
1 week after 1 year of service
2 weeks after 3 years
3 weeks after 7 years
4 weeks after 15 years

🔴Tagging
Orientation Site - Shippensburg
Job: Dedicated OTR Driver - DLC
Solo/Team: Solo
Area: Local
Acct: Dedicated
Region: All
DED/Dom Term: Kroger Roanoke VA
SIGN ON BONUS: Y/N
Company: US Xpress 01"
USX-0029,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,Walmart Henderson NC - $2500 SIGN ON BONUS,Walmart Henderson NC -,Dedicated OTR Driver - DLC,Solo,Local,Dedicated,All Orientation Site: Duncan,,US Xpress 01,2500,,,,,36.252538,-78.33144,"🔴 Key Requirements
• Must have personal transportation to & from the DC daily
• Must be available for nights, weekends, and holidays
• Must prioritize safety & have exceptional customer services skills
• Must ensure customers acknowledge your arrival at the store.

🔴 Job Details
• Training: 1 day of in-classroom training in which you’ll receive $50 and 2-3 days of ride-along training at $100 per day.
• Home Time: Home daily! On very rare occasions, you may stay out overnight in a hotel.
• Freight: 100% No-Touch Refrigerated Freight delivering to Walmart & Sam’s Club stores.
• Running Area: SC, NC, TN, and VA (within 300 miles of Walmart Henderson DC).
• Mileage: 1,250 average miles per week. 1-3 routes per day with 1-3 stops per trip (occasional 10-hour break on the road).
• Tractors: International, Freightliner, and Kenworth day cabs (slip seating).
• Schedule: Heavy freight days: Expect higher volumes on Wednesday, Thursday, Friday, and Saturday. Current schedule is a rotating schedule of 6 days worked/34-hour restart, then 5 days worked/2 days off. There are plenty of opportunities to make money! Night shifts with a start time between 8 PM - 11 PM including every weekend. (Most loads deliver at night for easier stocking & less traffic).

🔴 Pay
• Average weekly: $1,200 (must work full schedule)
• Annual Potential: Up to $70,000 
CPM Structure: Routes will pay Whichever is greater – Mileage pay or Minimum Mileage Band Pay

Mileage Band Pay
0-50 miles: $41
51-75 miles: $48
76-100 miles: $64
101-125 miles: $74
126-150 miles: $82
151-175 miles: $84
176-200 miles: $93
201-225 miles: $96
226+ miles: Paid per mile (see below)

Experienced Based Pay
0-11 Months $0.45
12 - 35 Months $0.47
36 - 59 Months $0.50
60 - 83 Months $0.51
84 - 119 Months $0.52
10+ Years $0.54
• Additional Pay: $20 stop pay

🔴 Sign On Bonus Payout
$2500 Total Payout
1st Load $ 250
30 days $ 250
60 days $ 250
90 days $ 500
120 days $ 250
150 days $ 250
180 days $ 750 🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week of vacation after 1 year.
o 2 weeks after 3 years.
o 3 weeks after 7 years.
o 4 weeks after 15 years

🔴Tagging
Job: Dedicated OTR Driver - DLC
Solo/Team: Solo
Area: Local
Acct: Dedicated
Region: All Orientation Site: Duncan 
DED Dom Term: Wal-Mart Henderson
SIGN ON BONUS Y/N
Company: US Xpress 01
Updated 5.12.26"
USX-0030,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,Kroger Blue Ash OH,Kroger Blue Ash,Dedicated OTR Driver - DLC,Solo,Local,Dedicated,All,Springfield Updated 12/22/25,,,,,,,39.321277,-84.383337,"🔴 Key Requirements
• Ability to work nights, weekends, and holidays.
• Physical ability for live unloads
• MUST BE WILLING TO RUN SUPPORT FOR WOODLAWN IF NEEDED
• Must have personal transportation to and from DC Daily

🔴 Restrictions
• Must live within 50 miles of Blue Ash, OH (45242)

🔴 Job Details
• Training: $100 per day 2 day ride along.
• Home Time: Daily. 2 Days off Per Week
• Freight: 100% touch freight. Driver unload using a powered pallet jack (training provided). Run refrigerated and dry van freight between the Blue Ash & Woodlawn facilities.
• Running Area: Deliver to Kroger stores in OH, IN, & KY
• Mileage: 200-300 miles per day. 2-4 loads per day with 6-8 stops
• Tractors: Slipseat operation
• Schedule: 3rd shift position, 2100 start time (details provided onsite). Runs include nights, weekends, and holidays within your scheduled workweek. Holiday weeks, including the week prior, are mandatory. Operates 7 days a week, primarily overnight. Typical day is 10-12 hours/

🔴 Pay
• Average weekly: $1,600, $83k annually
• Additional Pay: $20 per stop. $37 per unload. $20 backhaul. $25 pallet restack. $25 per clean inspection.
CPM Structure: Experience Based
0 Months – 0.56 CPM
6 Months – 0.57 CPM
1 Year – 0.58 CPM
2 Years – 0.59 CPM
3 Years – 0.60 CPM
4 Years – 0.61 CPM
5+ Years – 0.62 CPM

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week after 1 Year
o 2 Weeks after 3 Years
o 3 Weeks after 7 Years
o 4 Weeks after 15 Years

🔴 Tagging
Job: Dedicated OTR Driver - DLC
Solo/Team: Solo
Area: Local
Acct: Dedicated
Region: All
DED/Dom Term: Kroger Blue Ash
SIGN ON BONUS: Y/N
Orientation Site: Springfield Updated 12/22/25"
USX-0031,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,🔥🔥Walmart Gordonsville VA $2500 SIGN ON BONUS!!,Walmart Gordonsville VA,Dedicated OTR Driver - DLC,Solo,Local,Dedicated,All,Closest Terminal Updated 4.9.25,,2500,,,0.56,0.63,37.993492,-78.093472,"DC Address: 10417 James Madison Hwy | Gordonsville, VA 22942

🔴 Key Requirements
• Must have personal transportation to & from the DC daily
• Must be available for nights, weekends, and holidays
• Must prioritize safety & have exceptional customer services skills

🔴 Job Details
• $2500 Sign On Bonus
• Home Time: Daily with a 48-hour reset. Same 2 days off every week.
• Freight: Dry & refrigerated. No touch, live unload. Delivering to Walmart locations in NC, VA, PA, and WV.
• Mileage: 1600 – 1700 average weekly
• Tractors: Slip seat operation in newer model day cabs
• Schedule: Work 5 days on, 2 days off, with more shifts becoming available upon increased tenure at account. 11–14-hour shifts. No weekend-off schedules currently available for full-time drivers

🔴 Pay
• Average weekly: $1,400+ per week
• Top Performers: Top-performing drivers can earn over $1800+ per week • Earn $70k - $95k+ Annually 
• Additional Pay: $20 per stop

CPM Structure: Routes will pay Whichever is greater – Mileage pay or Minimum Mileage Band Pay

Experienced Based Pay
0-6 Months: $0.56/mile
6 Months-1 Year: $0.57/mile
1-2 Years: $0.58/mile
2-3 Years: $0.59/mile
3-5 Years: $0.60/mile
5-7 Years: $0.61/mile
7-10 Years: $0.62/mile
10+ Years: $0.63/mile

Mileage Band Pay
0-50 miles: $40
51-75 miles: $45
76-100 miles: $60
101-125 miles: $70
126-150 miles: $75
151-175 miles: $80
176-200 miles: $85
201-225 miles: $90

🔴 Sign On Bonus Payout
$2500 total payout
1st Load $ 250
30 days $ 250
60 days $ 250
90 days $ 500
120 days $ 250
150 days $ 250
180 days $ 750

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign-on bonus at any time with appropriate notice under applicable law.
• Nothing in this Sign-on Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Benefits
• Support staff on site 24/7 to assist
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 2 years
o 3 weeks after 7 years
o 4 weeks after 10 years

🔴 Tagging
Job: Dedicated OTR Driver - DLC
Solo/Team: Solo
Area: Local
Acct: Dedicated
Region: All
DED Dom Term: Wal-Mart Gordonsville
SIGN ON BONUS Y/N
Orientation Site: Closest Terminal Updated 4.9.25"
USX-0032,DEDICATED DAILY & FREQUENTLY,Dedicated,home_daily,🔥🔥Staple Terre Haute IN - $2500 Sign On Bonus!,Staples Terre Haute,Dedicated OTR Driver - DLC,Solo,Regional,Dedicated,All,,US Xpress 01,2500,,,,,34.236075,-84.658456,"🔴 Key Requirements
• Availability for all shift types: days, nights, weekends
• Ability to handle 2–3 stops per load, avg 30-minute unload time

🔴 Restrictions
• ANY USA TRUCK DRIVER RUNNING ACCT NOT IN HIRING AREA REACH OUT TO DALTON DUNBAR FOR APPROVAL

🔴 Job Details
• $2500 Sign On Bonus
• Summary: High-earning, consistent-mileage opportunity with strong support and predictable home time. Streamlined operations: no trailer hunts or unloading delays.
• Home Time: every 2 weeks. Deliver near your home location, take your reset at home, then run a backhaul to Terre Haute.
• Freight: Dry van freight, primarily paper products, occasional backhauls. Ability to handle 2–3 stops per load, avg 30-minute unload time. The driver will assist with removing load straps and bars. Store associates will position the pallet jack, and the driver will help guide or stabilize the pallet while Staples associates pull it off the truck. The driver will remain with the associate and the pallet until it is safely placed on the floor.
• Mileage: 2,000–2,500 miles/week
• Running Area: All loads originate and end in Terre Haute, IN. Delivery states: Midwest, TX, FL, GA, TN, CO.

🔴 Pay
• Average Weekly | Annually: $1,450 weekly | $75-85k annually
• Additional Pay: $10 all stops. $100 layover after 24 hours. $15/hour detention pay after 2 hours
• Top Performers: $1,600 per week

CPM Structure: Experienced Based Pay
• 3–11 mo: $0.54 CPM
• 1 - 2 years: $0.56 CPM
• 3 - 5 years: $0.58 CPM
• 5+ years: $0.60 CPM


🔴 Sign On Bonus Payout
$2500 Total Payout
1st Load $ 500
30 days $ 500
60 days $ 250
90 days $ 250
120 days $ 250
150 days $ 250
180 days $ 500

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign-on bonus at any time with appropriate notice under applicable law.
• Nothing in this Sign-on Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Benefits
• 25/7 dispatch support
• Paid Vacation:
o 1 week of vacation after 1 year.
o 2 weeks after 3 years.
o 3 weeks after 7 years.
o 4 weeks after 15 years

🔴 Tagging
Orientation Site – THL/Ellenwood
Job: Dedicated OTR Driver - DLC
Solo/Team: Solo
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: Staples Terre Haute
SIGN ON BONUS: Y/N
Company: US Xpress 01"
USX-0033,OTR SOLO COMPANY,OTR Solo,otr,CHICAGO BASED $4000 SIGN ON BONUS!!,CHICAGO USX Terminal,First Seat Driver,Solo,OTR,OTR,All,"CHICAGO, Springfield",US Xpress 01,4000,,,,,39.896786,-93.046059,"🔴 Job Details
• $4000 Sign On Bonus
• Home Time: When life happens, we’ll get you home. As a driver, you know what works for you and that’s why we don’t have a set home time policy. Whether you need longer length of haul runs that keep you on the road and maximize your earning potential, or regionalized freight to help you get home when you need to, we’ve got you covered.
• Freight: 100% no-touch freight, with 50-60% drop & hook and 40-50% live unload. No Forced NYC Dispatch: You won’t be required to go into NYC or its five boroughs.
• Mileage: On average, drivers typically run around 2,000 miles per week, though this can vary depending on Hours of Service (HOS) and overall availability. Our top performers—about 30% of our fleet—consistently run between 2,300-3,000+ miles per week. Average LOH is 400 miles
• Running Area: Covering all 48 states, with most freight running east of I-35—but we go where the freight takes us. We have a suggestive dispatch. Loads are recommended with your area’s freight and your best financial and safety interests in mind
• Tractors: Drive in 2021 or newer Freightliner Cascadias or Kenworths.

🔴 Pay
• Additional Pay: $12.50 per hour detention pay after the second hour unless a higher amount is required by state or local law. $100 layover/breakdown pay per day unless a higher amount is required by state or local law.
• Performance Bonus: Earn up to an additional 3 CPM based on safety, mileage, and productivity, starting the first of the month following your hire date. Must be an active OTR driver at the time of bonus payout to qualify.
• Top 20% of our OTR Drivers at the Chicago Terminal earn $1650 Weekly 
CPM Structure: Experienced Based
https://tinyurl.com/3fe73c78

🔴 Sign On Bonus
1st load $500.00
Month 1 $500.00
Month 2 $500.00
Month 3 $500.00
Month 4 $500.00
Month 5 $500.00
Month 6 $1,000.00
Total $4,000.00

🔴 Bonus Eligibility
• U.S. Xpress reserves the right to modify or cancel the Sign On or Performance Bonus any time with appropriate notice under applicable law.
• Nothing in this Sign On or Performance Bonus changes the at-will nature of your employment, meaning you and U.S. Xpress may terminate the employment relationship at any time, with or without cause.
• You must be an active company driver on the day the bonus is paid.

🔴 Trainer Opportunity
• To maximize your earnings, consider joining our trainer program
• Earn an additional $250 per week while a student is on your truck
• Receive up to $1,000 in bonuses once your student upgrades
• That’s an opportunity to earn up to $20,000 more per year if you have 1 year OTR experience and have been employed with us for 30 days as a safe driver.

🔴 Benefits
• Get 24/7 access operations support, no matter the time or day.
• Paid Vacation:
o 1 week after 1 year of service
o 2 weeks after 3 years
o 3 weeks after 7 years
o 4 weeks after 15 years

🔴 Tagging
Orientation Site: CHICAGO, Springfield
Job: First Seat Driver
Solo/Team: Solo
Area: OTR
Acct: OTR
Region: All
Dedicated Domicile: CHICAGO USX Terminal
South Florida: Y/N
Company: US Xpress 01
Updated 3.17.26"
